wine_type,citric acid,fixed acidity,volatile acidity,residual sugar,chlorides,sulphates,free sulfur dioxide,total sulfur dioxide,density,pH,alcohol,quality,quality_label
white wine,0.2,5.8,0.23,2.0,0.043,0.39,39.0,154.0,0.99226,3.21,10.2,6,medium quality
white wine,0.26,6.4,0.55,9.6,0.027000000000000003,0.73,20.0,104.0,0.9924,3.22,13.1,6,medium quality
red wine,0.04,7.7,0.62,3.8,0.084,0.53,25.0,45.0,0.9978,3.34,9.5,5,low quality
white wine,0.33,7.2,0.23,12.7,0.049,0.4,50.0,183.0,0.9987,3.41,9.8,5,low quality
white wine,0.36,8.1,0.2,9.7,0.044000000000000004,0.46,63.0,162.0,0.997,3.1,10.0,6,medium quality
white wine,0.34,7.5,0.14,1.3,0.055,0.8,50.0,153.0,0.9945,3.29,9.6,6,medium quality
white wine,0.41,7.0,0.14,0.9,0.037000000000000005,0.43,22.0,95.0,0.9914,3.25,10.9,6,medium quality
red wine,0.3,8.0,0.39,1.9,0.07400000000000001,0.61,32.0,84.0,0.9971700000000001,3.39,9.0,5,low quality
red wine,0.47,10.9,0.39,1.8,0.11800000000000001,0.75,6.0,14.0,0.9982,3.3,9.8,6,medium quality
white wine,0.33,6.9,0.19,1.6,0.039,0.46,27.0,98.0,0.9898,3.09,12.3,7,medium quality
white wine,0.5,6.5,0.22,16.4,0.048,0.49,36.0,182.0,0.9990399999999999,3.02,8.8,6,medium quality
white wine,0.28,8.0,0.3,5.7,0.044000000000000004,0.51,31.0,124.0,0.9948,3.16,10.2,6,medium quality
red wine,0.3,8.3,0.61,2.1,0.084,0.61,11.0,50.0,0.9972,3.4,10.2,6,medium quality
white wine,0.32,6.9,0.29,5.8,0.04,0.58,16.0,112.0,0.993,3.04,11.2,5,low quality
red wine,0.54,10.1,0.27,2.3,0.065,0.53,7.0,26.0,0.99531,3.17,12.5,6,medium quality
white wine,0.57,8.3,0.36,15.0,0.052000000000000005,0.64,35.0,256.0,1.0001,2.93,8.6,5,low quality
white wine,0.32,8.0,0.37,1.6,0.04,0.55,32.0,166.0,0.992,3.0,11.3,7,medium quality
white wine,0.24,6.6,0.3,1.2,0.034,0.36,17.0,121.0,0.9933,3.13,9.2,5,low quality
white wine,0.24,5.6,0.41,1.9,0.034,0.5,10.0,53.0,0.98815,3.32,13.5,7,medium quality
white wine,0.49,6.9,0.19,6.6,0.036000000000000004,0.27,49.0,172.0,0.9932,3.2,11.5,6,medium quality
white wine,0.28,7.7,0.43,4.5,0.046,0.56,33.0,102.0,0.9918,3.16,12.2,7,medium quality
white wine,0.37,6.1,0.32,1.8,0.051,0.44,13.0,200.0,0.9945,3.49,10.5,4,low quality
white wine,0.32,6.7,0.13,3.7,0.017,0.44,32.0,99.0,0.9934799999999999,3.12,10.0,6,medium quality
white wine,0.46,6.2,0.15,1.6,0.039,0.51,38.0,123.0,0.993,3.38,9.7,6,medium quality
red wine,0.47,6.0,0.31,3.6,0.067,0.66,18.0,42.0,0.99549,3.39,11.0,6,medium quality
white wine,0.31,7.9,0.37,2.85,0.037000000000000005,0.36,5.0,24.0,0.9911,3.19,11.9,6,medium quality
red wine,0.38,7.2,0.38,2.8,0.068,0.72,23.0,42.0,0.99356,3.34,12.9,7,medium quality
white wine,0.12,6.1,0.6,1.8,0.05,0.48,11.0,76.0,0.9926799999999999,3.42,10.4,4,low quality
white wine,0.35,7.0,0.32,1.5,0.039,0.64,24.0,125.0,0.9918,3.17,12.2,6,medium quality
red wine,0.24,8.9,0.48,2.85,0.094,0.53,35.0,106.0,0.9982,3.1,9.2,5,low quality
red wine,0.3,6.9,0.54,2.2,0.08800000000000001,1.18,9.0,105.0,0.99725,3.25,10.5,6,medium quality
white wine,0.32,6.4,0.22,4.9,0.046,0.55,50.0,156.0,0.99316,3.38,11.2,6,medium quality
white wine,0.31,6.7,0.39,2.7,0.054000000000000006,0.57,27.0,202.0,0.9948,3.46,10.5,6,medium quality
red wine,0.11,8.5,0.49,2.3,0.084,0.53,9.0,67.0,0.9968,3.17,9.4,5,low quality
white wine,0.39,7.3,0.34,5.2,0.04,0.47,45.0,163.0,0.9925,3.3,12.4,6,medium quality
red wine,0.35,9.6,0.42,2.1,0.083,0.66,17.0,38.0,0.9962200000000001,3.23,11.1,6,medium quality
white wine,0.07,7.0,0.47,1.1,0.035,0.34,17.0,151.0,0.991,3.02,10.5,5,low quality
white wine,0.37,7.6,0.48,1.2,0.034,0.54,5.0,57.0,0.99256,3.05,10.4,3,low quality
white wine,0.21,6.7,0.61,1.65,0.11699999999999999,0.57,40.0,240.0,0.9938,3.11,9.3,5,low quality
red wine,0.39,10.7,0.46,2.0,0.061,0.62,7.0,15.0,0.9981,3.18,9.5,5,low quality
white wine,0.3,7.0,0.2,6.1,0.037000000000000005,0.51,31.0,120.0,0.9939,3.24,10.8,5,low quality
white wine,0.4,7.6,0.3,2.2,0.054000000000000006,0.53,29.0,175.0,0.99445,3.19,9.8,5,low quality
red wine,0.36,7.9,0.34,1.9,0.065,0.54,5.0,10.0,0.99419,3.27,11.2,7,medium quality
white wine,0.27,6.3,0.25,6.6,0.054000000000000006,0.48,40.0,158.0,0.9937799999999999,3.2,10.3,5,low quality
white wine,0.19,6.4,0.38,4.5,0.038,0.42,36.0,119.0,0.99151,3.07,11.2,6,medium quality
white wine,0.26,6.2,0.36,13.2,0.051,0.46,54.0,201.0,0.9976,3.25,9.0,5,low quality
white wine,0.26,6.6,0.17,7.4,0.052000000000000005,0.37,45.0,128.0,0.9938799999999999,3.16,10.0,6,medium quality
white wine,0.04,6.6,0.545,2.5,0.031,0.32,48.0,111.0,0.9906,3.14,11.9,5,low quality
white wine,0.32,7.0,0.14,9.0,0.039,0.43,54.0,141.0,0.9956,3.22,9.4,6,medium quality
white wine,0.3,6.6,0.13,4.9,0.057999999999999996,0.45,47.0,131.0,0.9946,3.51,10.3,6,medium quality
white wine,0.3,5.9,0.24,2.0,0.033,0.69,28.0,92.0,0.99225,3.39,10.9,7,medium quality
white wine,0.35,6.9,0.19,1.7,0.036000000000000004,0.54,33.0,101.0,0.99315,3.21,10.8,7,medium quality
red wine,0.5,5.0,0.4,4.3,0.046,0.66,29.0,80.0,0.9902,3.49,13.6,6,medium quality
red wine,0.19,6.9,0.49,1.7,0.079,0.64,13.0,26.0,0.9954700000000001,3.38,9.8,6,medium quality
white wine,0.12,5.0,0.61,1.3,0.009000000000000001,0.37,65.0,100.0,0.9874,3.26,13.5,5,low quality
white wine,0.71,6.8,0.19,17.5,0.042,0.5,21.0,114.0,0.99784,2.85,9.5,6,medium quality
white wine,0.31,4.9,0.33,1.2,0.016,0.59,39.0,150.0,0.98713,3.33,14.0,8,high quality
white wine,0.19,5.5,0.23,2.2,0.044000000000000004,0.43,39.0,161.0,0.9920899999999999,3.19,10.4,6,medium quality
white wine,0.38,7.2,0.23,6.1,0.067,0.79,20.0,90.0,0.9949600000000001,3.17,9.7,5,low quality
white wine,0.05,5.9,0.5,2.6,0.054000000000000006,0.5,36.0,146.0,0.9948,3.43,9.2,6,medium quality
white wine,0.29,6.9,0.25,2.4,0.038,0.36,28.0,76.0,0.9908799999999999,3.01,11.7,7,medium quality
white wine,0.44,6.1,0.255,12.3,0.045,0.54,53.0,197.0,0.9967,3.24,9.5,6,medium quality
red wine,0.59,8.5,0.46,1.4,0.414,1.34,16.0,45.0,0.99702,3.03,9.2,5,low quality
white wine,1.0,7.5,0.4,19.5,0.040999999999999995,0.38,33.0,148.0,0.9977,3.24,12.0,6,medium quality
white wine,0.25,6.5,0.51,1.7,0.048,0.57,39.0,177.0,0.9921200000000001,3.28,10.6,5,low quality
white wine,0.79,7.1,0.39,1.4,0.19399999999999998,0.46,23.0,90.0,0.9921200000000001,3.17,10.5,6,medium quality
white wine,0.36,6.8,0.19,1.9,0.035,0.54,30.0,96.0,0.9917,3.15,10.8,7,medium quality
red wine,0.08,6.7,0.58,1.8,0.09699999999999999,0.54,15.0,65.0,0.9959,3.28,9.2,5,low quality
red wine,0.0,7.6,0.78,1.7,0.076,0.62,33.0,45.0,0.9961200000000001,3.31,10.7,6,medium quality
white wine,0.31,5.8,0.31,7.5,0.052000000000000005,0.46,55.0,230.0,0.9949,3.19,9.8,5,low quality
white wine,0.33,6.8,0.15,4.7,0.059000000000000004,0.39,31.0,118.0,0.9956,3.43,9.0,7,medium quality
white wine,0.3,7.4,0.18,8.8,0.064,0.56,26.0,103.0,0.9961,2.94,9.3,5,low quality
white wine,0.31,7.4,0.18,1.4,0.057999999999999996,0.53,38.0,167.0,0.9931,3.16,10.0,7,medium quality
white wine,0.31,7.5,0.27,17.7,0.051,0.64,33.0,173.0,0.9990000000000001,3.09,10.2,5,low quality
white wine,0.42,6.5,0.21,1.1,0.059000000000000004,0.38,33.0,101.0,0.9927,3.12,9.7,6,medium quality
red wine,0.0,7.2,1.0,3.0,0.102,0.46,7.0,16.0,0.9958600000000001,3.43,10.0,5,low quality
white wine,0.37,6.9,0.16,1.8,0.034,0.59,36.0,95.0,0.9895200000000001,2.93,12.0,6,medium quality
white wine,0.42,8.1,0.43,6.6,0.033,0.39,36.0,141.0,0.9918,2.98,13.3,7,medium quality
white wine,0.28,5.9,0.29,3.2,0.035,0.42,16.0,117.0,0.98959,3.26,12.6,6,medium quality
red wine,0.44,8.0,0.38,1.9,0.098,0.64,6.0,15.0,0.9956,3.3,11.4,6,medium quality
red wine,0.25,7.6,0.42,3.9,0.10400000000000001,0.57,28.0,90.0,0.99784,3.15,9.1,5,low quality
red wine,0.4,10.2,0.4,2.5,0.068,0.86,41.0,54.0,0.99754,3.38,10.5,6,medium quality
white wine,0.22,6.3,0.23,3.75,0.039,0.5,37.0,116.0,0.9927,3.23,10.7,6,medium quality
red wine,0.49,10.4,0.24,1.8,0.075,1.06,6.0,20.0,0.9977,3.18,11.0,6,medium quality
white wine,0.2,6.3,0.33,17.9,0.066,0.51,36.0,161.0,0.9991,3.14,8.8,5,low quality
red wine,0.28,7.7,0.51,2.1,0.087,0.74,23.0,54.0,0.998,3.42,9.2,5,low quality
white wine,0.59,8.7,0.3,1.7,0.046,0.56,10.0,70.0,0.9937299999999999,3.06,10.8,4,low quality
white wine,0.48,7.7,0.29,2.3,0.049,0.64,36.0,178.0,0.9931,3.17,10.6,6,medium quality
red wine,0.28,6.7,0.28,2.4,0.012,0.39,36.0,100.0,0.99064,3.26,11.7,7,medium quality
red wine,0.29,7.6,0.5,2.3,0.086,0.62,5.0,14.0,0.9950200000000001,3.32,11.5,6,medium quality
red wine,0.57,11.6,0.23,1.8,0.07400000000000001,0.7,3.0,8.0,0.9981,3.14,9.9,6,medium quality
red wine,0.28,9.9,0.74,2.6,0.078,0.51,21.0,77.0,0.998,3.28,9.8,5,low quality
white wine,0.24,6.7,0.51,2.1,0.043,0.6,14.0,155.0,0.9904,3.22,13.0,6,medium quality
white wine,0.29,6.2,0.19,4.3,0.045,0.42,33.0,126.0,0.9965799999999999,3.18,9.3,6,medium quality
white wine,0.4,6.3,0.21,1.7,0.031,0.49,48.0,134.0,0.9917,3.42,11.5,6,medium quality
white wine,0.34,8.2,0.52,1.2,0.042,0.39,18.0,167.0,0.99366,3.24,10.6,5,low quality
red wine,0.31,8.2,0.4,1.9,0.08199999999999999,0.69,8.0,24.0,0.996,3.24,10.6,6,medium quality
white wine,0.3,9.0,0.55,8.1,0.026000000000000002,0.36,14.0,71.0,0.993,2.94,11.8,5,low quality
white wine,0.08,6.7,0.31,1.3,0.038,0.46,58.0,147.0,0.9922,3.18,10.0,5,low quality
white wine,0.26,5.8,0.13,5.1,0.039,0.47,19.0,103.0,0.9947799999999999,3.36,9.3,6,medium quality
white wine,0.27,7.7,0.24,1.8,0.051,0.5,52.0,190.0,0.9928,3.23,10.8,6,medium quality
white wine,0.39,6.9,0.35,2.4,0.048,0.54,25.0,157.0,0.9913299999999999,3.2,11.1,7,medium quality
white wine,0.3,7.1,0.23,2.6,0.034,0.56,62.0,148.0,0.99121,3.03,11.3,7,medium quality
red wine,0.25,8.3,0.6,2.2,0.11800000000000001,0.53,9.0,38.0,0.99616,3.15,9.8,5,low quality
white wine,0.4,8.2,0.23,7.5,0.049,0.84,12.0,76.0,0.9966,3.06,9.7,6,medium quality
white wine,0.45,6.3,0.55,13.0,0.047,0.46,33.0,182.0,0.9974,3.2,9.2,6,medium quality
red wine,0.29,6.8,0.915,4.8,0.07,0.54,15.0,39.0,0.99577,3.53,11.1,5,low quality
white wine,0.32,7.4,0.3,1.7,0.03,0.66,23.0,128.0,0.9929,3.17,10.9,5,low quality
white wine,0.23,7.4,0.39,7.0,0.033,0.42,29.0,126.0,0.9940000000000001,3.14,10.5,5,low quality
white wine,0.32,6.2,0.36,4.0,0.036000000000000004,0.5,44.0,92.0,0.98936,3.2,13.3,7,medium quality
white wine,0.31,7.5,0.29,8.95,0.055,0.54,20.0,151.0,0.9968,3.08,9.3,5,low quality
white wine,0.31,8.3,0.26,2.0,0.028999999999999998,0.77,14.0,141.0,0.99077,2.95,12.2,6,medium quality
white wine,0.19,5.6,0.185,7.1,0.048,0.41,36.0,110.0,0.9943799999999999,3.26,9.5,6,medium quality
white wine,0.49,8.9,0.13,1.0,0.027999999999999997,0.32,6.0,24.0,0.9926,2.91,9.9,5,low quality
white wine,0.31,6.5,0.2,2.1,0.033,0.61,32.0,95.0,0.9894350000000001,2.96,12.0,6,medium quality
white wine,0.74,6.4,0.18,11.9,0.046,0.68,54.0,168.0,0.9978,3.58,10.1,5,low quality
white wine,0.3,5.3,0.3,1.2,0.028999999999999998,0.4,25.0,93.0,0.9874200000000001,3.31,13.6,7,medium quality
red wine,0.5,9.1,0.4,1.8,0.071,0.69,7.0,16.0,0.9946200000000001,3.21,12.5,8,high quality
white wine,0.35,9.2,0.23,10.7,0.037000000000000005,0.32,34.0,145.0,0.9981,3.09,9.7,5,low quality
white wine,0.38,6.5,0.33,2.5,0.047,0.43,30.0,148.0,0.98964,3.17,12.7,6,medium quality
white wine,0.23,6.7,0.43,5.0,0.157,0.49,49.0,145.0,0.99471,3.17,9.4,5,low quality
red wine,0.49,7.1,0.22,1.8,0.039,0.56,8.0,18.0,0.99344,3.39,12.4,6,medium quality
red wine,0.27,8.5,0.47,1.9,0.057999999999999996,0.85,18.0,38.0,0.99518,3.16,11.1,6,medium quality
white wine,0.36,6.6,0.38,9.2,0.061,0.56,42.0,214.0,0.9976,3.31,9.4,5,low quality
red wine,0.0,7.1,0.47,2.2,0.067,0.58,7.0,14.0,0.9951700000000001,3.4,10.9,4,low quality
white wine,0.27,7.1,0.35,3.1,0.034,0.38,28.0,134.0,0.9897,3.26,13.1,7,medium quality
white wine,0.26,6.9,0.54,12.7,0.049,0.54,59.0,195.0,0.9959600000000001,3.26,10.5,6,medium quality
red wine,0.03,7.9,0.885,1.8,0.057999999999999996,0.33,4.0,8.0,0.9972,3.36,9.1,4,low quality
white wine,0.16,6.9,0.32,1.4,0.051,0.38,15.0,96.0,0.9940000000000001,3.22,9.5,4,low quality
white wine,0.38,6.6,0.2,7.9,0.052000000000000005,0.56,30.0,145.0,0.9947,3.32,11.0,7,medium quality
red wine,0.01,6.3,0.68,3.7,0.10300000000000001,0.66,32.0,54.0,0.9958600000000001,3.51,11.3,6,medium quality
white wine,0.25,5.9,0.26,12.5,0.034,0.43,38.0,152.0,0.9977,3.33,9.4,5,low quality
red wine,0.0,8.2,0.78,2.2,0.08900000000000001,0.46,13.0,26.0,0.9978,3.37,9.6,4,low quality
red wine,0.74,14.3,0.31,1.8,0.075,0.79,6.0,15.0,1.0008,2.86,8.4,6,medium quality
white wine,0.25,6.7,0.23,1.6,0.036000000000000004,0.54,28.0,143.0,0.99256,3.3,10.3,6,medium quality
red wine,0.49,12.0,0.28,1.9,0.07400000000000001,0.66,10.0,21.0,0.9976,2.98,9.9,7,medium quality
white wine,0.49,7.5,0.19,1.6,0.047,0.47,42.0,140.0,0.9932,3.4,10.7,6,medium quality
white wine,0.69,6.8,0.34,1.3,0.057999999999999996,0.47,12.0,171.0,0.9931,3.06,9.7,5,low quality
white wine,0.41,6.0,0.42,12.4,0.032,0.6,50.0,179.0,0.9962200000000001,3.14,9.7,5,low quality
white wine,0.26,7.0,0.29,1.6,0.044000000000000004,0.46,12.0,87.0,0.9923,3.08,10.5,6,medium quality
white wine,0.4,6.6,0.34,8.1,0.046,0.5,68.0,170.0,0.9949399999999999,3.15,9.53333333333333,6,medium quality
white wine,0.32,6.3,0.17,1.0,0.04,0.4,39.0,118.0,0.9888600000000001,3.31,13.1,8,high quality
white wine,0.27,6.8,0.2,1.2,0.034,0.37,19.0,68.0,0.9902,3.14,11.7,4,low quality
white wine,0.31,7.4,0.24,8.4,0.045,0.32,52.0,183.0,0.9963,3.09,8.8,5,low quality
white wine,0.31,7.3,0.13,2.3,0.054000000000000006,0.92,22.0,104.0,0.9924,3.24,11.5,7,medium quality
red wine,0.03,7.6,0.645,1.9,0.086,0.46,14.0,57.0,0.9969,3.37,10.3,5,low quality
white wine,0.32,6.4,0.22,12.0,0.066,0.43,57.0,158.0,0.9992,3.6,9.0,6,medium quality
white wine,0.24,7.1,0.36,1.8,0.025,0.59,32.0,102.0,0.9903,3.34,12.8,6,medium quality
red wine,0.08,6.1,0.6,1.8,0.071,0.54,14.0,45.0,0.99336,3.38,11.0,5,low quality
white wine,0.39,6.5,0.23,1.9,0.036000000000000004,0.43,41.0,98.0,0.99,3.19,11.9,7,medium quality
white wine,0.6,7.6,0.21,2.1,0.046,0.54,47.0,165.0,0.9936,3.05,10.1,7,medium quality
white wine,0.29,8.2,0.42,4.1,0.03,0.32,31.0,100.0,0.9911,3.0,12.8,7,medium quality
white wine,0.31,8.4,0.17,5.4,0.052000000000000005,0.38,47.0,150.0,0.9953,3.24,9.8,5,low quality
white wine,0.32,6.6,0.23,0.9,0.040999999999999995,0.54,25.0,79.0,0.9926,3.39,10.2,7,medium quality
red wine,0.65,10.2,0.29,2.4,0.075,0.63,6.0,17.0,0.99565,3.22,11.8,6,medium quality
white wine,0.25,5.5,0.3,1.9,0.028999999999999998,0.66,33.0,118.0,0.98972,3.36,12.5,6,medium quality
white wine,0.46,9.2,0.28,3.2,0.057999999999999996,0.58,39.0,133.0,0.996,3.14,9.5,5,low quality
white wine,0.36,6.0,0.13,1.6,0.052000000000000005,0.5,23.0,72.0,0.98974,3.1,11.5,7,medium quality
red wine,0.02,7.2,0.73,2.5,0.076,0.52,16.0,42.0,0.9972,3.44,9.3,5,low quality
red wine,0.12,7.8,0.56,2.0,0.08199999999999999,0.5,7.0,28.0,0.997,3.37,9.4,6,medium quality
white wine,0.4,7.1,0.32,1.5,0.034,0.6,13.0,84.0,0.9944,3.42,10.4,5,low quality
white wine,0.28,6.5,0.36,3.2,0.037000000000000005,0.65,29.0,119.0,0.9908,3.25,12.4,8,high quality
white wine,0.58,7.7,0.28,12.1,0.046,0.46,60.0,177.0,0.9983,3.08,8.9,5,low quality
red wine,0.23,8.0,0.45,2.2,0.094,0.49,16.0,29.0,0.9962,3.21,10.2,6,medium quality
white wine,0.3,6.6,0.27,1.9,0.025,0.62,14.0,153.0,0.9928,3.29,10.5,6,medium quality
white wine,0.32,5.7,0.16,1.2,0.036000000000000004,0.48,7.0,89.0,0.99111,3.26,11.0,5,low quality
red wine,0.24,8.0,0.725,2.8,0.083,0.56,10.0,62.0,0.99685,3.35,10.0,6,medium quality
red wine,0.39,8.0,0.5,2.6,0.08199999999999999,0.62,12.0,46.0,0.9985,3.43,10.7,6,medium quality
white wine,0.21,5.0,0.24,2.2,0.039,0.62,31.0,100.0,0.99098,3.69,11.7,6,medium quality
red wine,0.12,7.4,0.53,1.9,0.165,0.86,4.0,12.0,0.99702,3.26,9.2,5,low quality
white wine,0.26,7.6,0.345,1.9,0.043,0.38,15.0,134.0,0.9936,3.08,9.5,5,low quality
white wine,0.28,6.4,0.24,11.5,0.05,0.45,34.0,163.0,0.9969,3.31,9.5,5,low quality
white wine,0.25,6.3,0.26,7.8,0.057999999999999996,0.41,44.0,166.0,0.9961,3.24,9.0,5,low quality
white wine,0.4,5.6,0.21,1.3,0.040999999999999995,0.95,81.0,147.0,0.9901,3.22,11.6,8,high quality
white wine,0.24,5.6,0.21,4.4,0.027000000000000003,0.31,37.0,150.0,0.991,3.3,11.5,7,medium quality
white wine,0.4,6.9,0.24,15.4,0.052000000000000005,0.69,81.0,198.0,0.9986,3.2,9.4,5,low quality
white wine,0.26,6.6,0.5,11.3,0.028999999999999998,0.78,32.0,110.0,0.9930200000000001,3.27,12.9,8,high quality
red wine,0.31,9.2,0.54,2.3,0.11199999999999999,0.56,11.0,38.0,0.9969899999999999,3.24,10.9,5,low quality
red wine,0.0,7.3,0.65,1.2,0.065,0.47,15.0,21.0,0.9946,3.39,10.0,7,medium quality
white wine,0.18,6.0,0.33,3.0,0.036000000000000004,0.4,5.0,85.0,0.99125,3.28,11.5,4,low quality
white wine,0.41,9.5,0.42,2.3,0.034,0.52,22.0,145.0,0.9951,3.06,11.0,6,medium quality
white wine,0.21,6.2,0.47,1.0,0.044000000000000004,0.46,13.0,98.0,0.99345,3.14,9.2,5,low quality
white wine,0.4,6.1,0.22,1.85,0.031,0.3,25.0,111.0,0.98966,3.03,11.8,7,medium quality
white wine,0.32,6.9,0.23,16.4,0.045,0.42,62.0,153.0,0.9972,3.22,10.5,5,low quality
white wine,0.35,6.8,0.18,5.4,0.054000000000000006,0.54,53.0,143.0,0.99287,3.1,11.0,7,medium quality
red wine,0.71,11.5,0.54,4.4,0.124,0.83,6.0,15.0,0.9984,3.01,11.8,7,medium quality
white wine,0.47,6.9,0.25,8.4,0.042,0.55,36.0,156.0,0.9960399999999999,3.15,9.4,6,medium quality
red wine,0.49,8.2,0.39,2.3,0.099,0.99,47.0,133.0,0.9979,3.38,9.8,5,low quality
white wine,0.25,6.1,0.28,17.75,0.044000000000000004,0.48,48.0,161.0,0.9993,3.34,9.5,5,low quality
white wine,0.48,6.7,0.35,8.8,0.055999999999999994,0.47,35.0,167.0,0.9962799999999999,3.04,9.4,5,low quality
white wine,0.41,7.0,0.27,18.75,0.042,0.5,34.0,157.0,1.0002,2.96,9.1,5,low quality
white wine,0.19,6.1,0.21,1.4,0.046,0.39,51.0,131.0,0.9918399999999999,3.22,10.5,5,low quality
white wine,0.13,6.7,0.25,1.2,0.040999999999999995,0.42,81.0,174.0,0.992,3.14,9.8,5,low quality
red wine,0.41,9.0,0.4,2.0,0.057999999999999996,0.6,15.0,40.0,0.9941399999999999,3.22,12.2,6,medium quality
white wine,0.3,6.1,0.21,6.3,0.039,0.31,47.0,136.0,0.9906799999999999,3.27,12.7,6,medium quality
red wine,0.01,7.3,0.55,1.8,0.09300000000000001,0.58,9.0,15.0,0.9951399999999999,3.35,11.0,7,medium quality
white wine,0.25,5.8,0.19,10.8,0.042,0.41,33.0,124.0,0.99646,3.22,9.2,6,medium quality
red wine,0.52,12.1,0.4,2.0,0.092,0.66,15.0,54.0,1.0,3.03,10.2,5,low quality
white wine,0.44,7.6,0.445,14.5,0.045,0.36,68.0,212.0,0.9986,3.48,10.0,6,medium quality
white wine,0.27,5.8,0.29,1.6,0.062,0.35,17.0,140.0,0.9913799999999999,3.23,11.1,6,medium quality
red wine,0.44,9.5,0.59,2.3,0.071,0.63,21.0,68.0,0.9992,3.46,9.5,5,low quality
white wine,0.58,7.6,0.26,7.9,0.040999999999999995,0.38,62.0,180.0,0.9966,3.07,9.0,5,low quality
red wine,0.26,9.4,0.685,2.4,0.08199999999999999,0.55,23.0,143.0,0.9978,3.28,9.4,5,low quality
red wine,0.65,15.9,0.36,7.5,0.096,0.84,22.0,71.0,0.9976,2.98,14.9,5,low quality
white wine,0.51,6.7,0.26,8.0,0.062,0.5,50.0,194.0,0.99545,3.13,9.6,5,low quality
red wine,0.76,12.0,0.37,4.2,0.066,0.6,7.0,38.0,1.0004,3.22,13.0,7,medium quality
white wine,0.37,6.4,0.23,7.9,0.05,0.49,60.0,150.0,0.9948799999999999,2.86,9.3,6,medium quality
red wine,0.12,8.3,0.655,2.3,0.083,0.66,15.0,113.0,0.9966,3.17,9.8,5,low quality
white wine,0.35,7.1,0.39,12.5,0.044000000000000004,0.29,26.0,72.0,0.9941,3.17,11.6,5,low quality
white wine,0.28,6.4,0.21,5.9,0.047,0.4,29.0,101.0,0.9927799999999999,3.15,11.0,6,medium quality
white wine,0.22,7.4,0.24,10.7,0.042,0.36,26.0,81.0,0.9954,2.86,9.7,6,medium quality
white wine,0.3,7.0,0.15,13.3,0.049,0.36,46.0,120.0,0.9970399999999999,3.2,9.5,7,medium quality
red wine,0.0,6.5,0.9,1.6,0.052000000000000005,0.63,9.0,17.0,0.99467,3.5,10.9,6,medium quality
white wine,0.21,5.8,0.34,7.2,0.040999999999999995,0.49,48.0,146.0,0.99441,3.16,9.8,5,low quality
white wine,0.28,7.0,0.22,10.6,0.039,0.55,32.0,117.0,0.99355,3.05,11.5,7,medium quality
red wine,0.01,7.1,0.59,2.5,0.077,0.59,20.0,85.0,0.99746,3.55,9.8,5,low quality
white wine,0.32,5.8,0.21,1.6,0.045,0.94,38.0,95.0,0.98946,3.23,12.4,8,high quality
red wine,0.49,8.5,0.655,6.1,0.122,1.14,34.0,151.0,1.001,3.31,9.3,5,low quality
white wine,0.31,6.4,0.16,5.3,0.043,0.47,42.0,157.0,0.99455,3.35,10.5,5,low quality
white wine,0.49,6.1,0.25,7.6,0.052000000000000005,0.47,67.0,226.0,0.9956,3.16,8.9,5,low quality
white wine,0.38,8.2,0.18,1.1,0.04,0.6,41.0,92.0,0.9906200000000001,2.88,12.0,6,medium quality
white wine,0.36,7.9,0.29,11.1,0.033,0.46,43.0,208.0,0.9969,3.14,10.3,5,low quality
white wine,0.49,8.2,0.29,1.0,0.044000000000000004,0.36,29.0,118.0,0.9928,3.24,10.9,4,low quality
red wine,0.18,8.9,0.745,2.5,0.077,0.47,15.0,48.0,0.99739,3.2,9.7,6,medium quality
red wine,0.47,10.0,0.31,2.6,0.085,0.8,14.0,33.0,0.99965,3.36,10.5,7,medium quality
white wine,0.48,6.5,0.18,18.0,0.054000000000000006,0.61,56.0,183.0,1.0003799999999998,2.98,8.5,6,medium quality
white wine,0.33,5.5,0.12,1.0,0.038,0.45,23.0,131.0,0.99164,3.25,9.8,5,low quality
red wine,0.35,7.8,0.55,2.2,0.07400000000000001,0.56,21.0,66.0,0.9974,3.25,9.2,5,low quality
red wine,0.26,9.3,0.61,3.4,0.09,0.62,25.0,87.0,0.99975,3.24,9.7,5,low quality
red wine,0.22,9.1,0.775,2.2,0.079,0.51,12.0,48.0,0.9976,3.18,9.6,5,low quality
white wine,0.26,6.2,0.2,9.7,0.03,0.56,39.0,102.0,0.9908,3.08,12.9,7,medium quality
white wine,0.28,5.7,0.15,3.7,0.045,0.27,57.0,151.0,0.9913,3.22,11.2,6,medium quality
white wine,0.34,6.9,0.23,2.7,0.032,0.38,24.0,121.0,0.9902,3.14,12.4,7,medium quality
white wine,0.22,7.0,0.21,5.1,0.048,0.49,38.0,168.0,0.9945,3.34,10.4,6,medium quality
white wine,0.29,6.1,0.17,1.1,0.040999999999999995,0.57,32.0,92.0,0.99036,3.26,11.2,6,medium quality
white wine,0.49,6.9,0.24,1.3,0.032,0.57,35.0,148.0,0.9932,3.45,10.7,7,medium quality
red wine,0.45,9.3,0.33,1.5,0.057,0.89,19.0,37.0,0.99498,3.18,11.1,7,medium quality
white wine,0.47,5.6,0.19,4.5,0.03,0.45,19.0,112.0,0.9922,3.56,11.2,6,medium quality
white wine,0.32,7.0,0.16,8.3,0.045,0.34,38.0,126.0,0.9958,3.21,9.2,5,low quality
